label,violation_score,attack_mode,uses_calibrated_probabilities,base_clean_p_risky,base_adv_p_risky,base_delta_p,reg_clean_p_risky,reg_adv_p_risky,reg_delta_p,base_clean_pred,base_adv_pred,base_flipped_risky_to_safe,reg_clean_pred,reg_adv_pred,reg_flipped_risky_to_safe
0,0.0,replace,False,0.32394117,0.46905595,0.14511478,0.33466753,0.6502947,0.3156272,0,1,0,0,1,0
0,0.0,replace,False,0.5646812,0.42401567,-0.1406655,0.61929005,0.6107852,-0.008504868,1,1,0,1,1,0
0,0.0,replace,False,0.4874876,0.44049358,-0.04699403,0.5103466,0.6072855,0.09693891,1,1,0,1,1,0
0,0.0,replace,False,0.5771322,0.50142914,-0.075703084,0.58856887,0.5948888,0.00631994,1,1,0,1,1,0
0,0.0,replace,False,0.56348157,0.4953388,-0.06814277,0.5212611,0.6531795,0.13191843,1,1,0,1,1,0
0,0.0,replace,False,0.6989223,0.4937833,-0.20513898,0.6448316,0.598148,-0.04668361,1,1,0,1,1,0
0,0.0,replace,False,0.3831766,0.5044774,0.12130079,0.3586892,0.6044624,0.2457732,1,1,0,1,1,0
1,0.0,replace,False,0.53204817,0.49524942,-0.036798745,0.5234373,0.62084335,0.09740603,1,1,0,1,1,0
0,0.0,replace,False,0.493349,0.44312102,-0.05022797,0.4856258,0.55207187,0.066446066,1,1,0,1,1,0
0,0.0,replace,False,0.71348757,0.4323725,-0.28111506,0.662694,0.54469943,-0.11799455,1,1,0,1,1,0
0,0.0,replace,False,0.12980926,0.4786779,0.34886864,0.13829817,0.5878113,0.44951314,0,1,0,0,1,0
0,0.0,replace,False,0.3024297,0.40711805,0.10468835,0.33264768,0.55310047,0.22045279,0,1,0,0,1,0
0,0.0,replace,False,0.13697526,0.44041142,0.30343616,0.15165104,0.5568144,0.40516335,0,1,0,0,1,0
0,0.0,replace,False,0.5118704,0.4451321,-0.06673828,0.512218,0.6167903,0.104572296,1,1,0,1,1,0
0,0.0,replace,False,0.13484503,0.45014507,0.31530005,0.15061784,0.55639994,0.4057821,0,1,0,0,1,0
1,0.0,replace,False,0.4947495,0.46974424,-0.025005251,0.49868056,0.6168055,0.11812493,1,1,0,1,1,0
0,0.0,replace,False,0.39001864,0.50392914,0.113910496,0.37000602,0.6668988,0.29689276,1,1,0,1,1,0
0,0.1304347826086956,replace,False,0.15352935,0.5181072,0.36457783,0.16223,0.61059797,0.44836795,0,1,0,0,1,0
0,0.0,replace,False,0.32461783,0.45195886,0.12734103,0.3291543,0.61452365,0.28536934,0,1,0,0,1,0
0,0.0,replace,False,0.48136732,0.44985422,-0.031513095,0.5024195,0.6088739,0.10645443,1,1,0,1,1,0
0,0.0,replace,False,0.37282237,0.47527945,0.10245708,0.34835815,0.63014656,0.2817884,1,1,0,0,1,0
0,0.0,replace,False,0.14422992,0.43986845,0.29563853,0.14668077,0.5961509,0.4494701,0,1,0,0,1,0
0,0.0,replace,False,0.34978256,0.46191707,0.112134516,0.30051193,0.6110907,0.3105788,0,1,0,0,1,0
0,0.0,replace,False,0.76828647,0.5961737,-0.17211276,0.73593426,0.6835062,-0.052428067,1,1,0,1,1,0
0,0.0,replace,False,0.2835969,0.42469147,0.14109457,0.32963645,0.586649,0.25701255,0,1,0,0,1,0
0,0.0,replace,False,0.1304954,0.48274434,0.35224894,0.14635502,0.5891236,0.44276857,0,1,0,0,1,0
0,0.0,replace,False,0.4069662,0.39963266,-0.007333547,0.469787,0.58572507,0.11593807,1,1,0,1,1,0
0,0.0,replace,False,0.123620555,0.46368203,0.3400615,0.15301527,0.6096401,0.45662487,0,1,0,0,1,0
1,0.0,replace,False,0.49173647,0.42233047,-0.069406,0.50472605,0.5679657,0.063239634,1,1,0,1,1,0
0,0.0,replace,False,0.116644375,0.4070382,0.29039383,0.14211102,0.5808553,0.4387443,0,1,0,0,1,0
0,0.0,replace,False,0.573848,0.507308,-0.06654,0.5503316,0.6319311,0.08159953,1,1,0,1,1,0
1,0.0,replace,False,0.7315539,0.45360637,-0.27794755,0.74456537,0.55827534,-0.18629003,1,1,0,1,1,0
0,0.0,replace,False,0.12370164,0.42787573,0.3041741,0.13795719,0.6138183,0.4758611,0,1,0,0,1,0
0,0.0,replace,False,0.154756,0.4386927,0.28393668,0.15375525,0.5452538,0.39149857,0,1,0,0,1,0
0,0.0,replace,False,0.52904737,0.48265526,-0.046392113,0.50712365,0.6164311,0.10930747,1,1,0,1,1,0
0,0.0,replace,False,0.30044088,0.47070464,0.17026377,0.3123135,0.5827253,0.2704118,0,1,0,0,1,0
0,0.0,replace,False,0.4870911,0.5883889,0.101297826,0.48622936,0.6775837,0.19135433,1,1,0,1,1,0
0,0.0,replace,False,0.11390549,0.53172785,0.41782236,0.12673362,0.65768963,0.53095603,0,1,0,0,1,0
0,0.0,replace,False,0.45552492,0.45855784,0.0030329227,0.48193684,0.6221696,0.14023277,1,1,0,1,1,0
0,0.0,replace,False,0.121282585,0.4165398,0.2952572,0.13741902,0.61048704,0.47306803,0,1,0,0,1,0
0,0.0,replace,False,0.12581903,0.4395376,0.3137186,0.14431182,0.6162374,0.4719256,0,1,0,0,1,0
1,0.0,replace,False,0.3142451,0.5108885,0.19664341,0.32454413,0.62835115,0.30380702,0,1,0,0,1,0
0,0.0,replace,False,0.3344019,0.45523044,0.12082854,0.3539022,0.6022132,0.24831101,0,1,0,1,1,0
1,0.0,replace,False,0.12645987,0.47967887,0.353219,0.13668029,0.64674693,0.5100666,0,1,0,0,1,0
0,0.0,replace,False,0.13211079,0.41372365,0.28161287,0.13593534,0.5733222,0.43738684,0,1,0,0,1,0
1,0.0,replace,False,0.538976,0.4985101,-0.04046592,0.5310881,0.5986819,0.06759381,1,1,0,1,1,0
0,0.0,replace,False,0.7649314,0.40360528,-0.3613261,0.7746192,0.55066407,-0.22395515,1,1,0,1,1,0
0,0.0,replace,False,0.6736561,0.46132234,-0.21233377,0.6609262,0.6423373,-0.0185889,1,1,0,1,1,0
0,0.0,replace,False,0.29933757,0.48884478,0.18950722,0.31596568,0.5909354,0.27496973,0,1,0,0,1,0
0,0.0,replace,False,0.70411456,0.41753688,-0.28657767,0.6815992,0.6129937,-0.06860548,1,1,0,1,1,0
0,0.0,replace,False,0.30492657,0.43290347,0.1279769,0.33619764,0.6021677,0.26597008,0,1,0,0,1,0
0,0.0,replace,False,0.1225456,0.43976653,0.31722093,0.1447079,0.6044292,0.45972127,0,1,0,0,1,0
0,0.0,replace,False,0.1280281,0.47375494,0.34572685,0.15797533,0.6112429,0.45326757,0,1,0,0,1,0
0,0.0,replace,False,0.6377485,0.46957353,-0.16817495,0.6129277,0.62314624,0.010218561,1,1,0,1,1,0
0,0.0,replace,False,0.51577395,0.5021582,-0.013615727,0.52012277,0.60363406,0.08351129,1,1,0,1,1,0
0,0.0,replace,False,0.14646986,0.40283784,0.25636798,0.15823498,0.54333955,0.38510457,0,1,0,0,1,0
0,0.0,replace,False,0.6621749,0.47881758,-0.1833573,0.64320385,0.63124686,-0.01195699,1,1,0,1,1,0
1,0.0,replace,False,0.4924962,0.46711352,-0.025382668,0.47907528,0.6149407,0.13586542,1,1,0,1,1,0
0,0.0,replace,False,0.3101369,0.42803165,0.11789474,0.33615595,0.6341183,0.29796237,0,1,0,0,1,0
0,0.0,replace,False,0.4360745,0.4253574,-0.010717094,0.4801148,0.6108793,0.13076451,1,1,0,1,1,0
0,0.0,replace,False,0.7923361,0.45773345,-0.33460265,0.7856689,0.60843134,-0.17723757,1,1,0,1,1,0
0,0.0,replace,False,0.31485766,0.46777838,0.15292072,0.32259563,0.6184951,0.29589948,0,1,0,0,1,0
0,0.0,replace,False,0.51253617,0.5481233,0.035587132,0.51634365,0.66100436,0.14466071,1,1,0,1,1,0
1,0.0,replace,False,0.497206,0.42853382,-0.06867218,0.4925351,0.5435761,0.051041007,1,1,0,1,1,0
0,0.0,replace,False,0.12282112,0.55855095,0.43572983,0.13740154,0.66549075,0.5280892,0,1,0,0,1,0
0,0.0,replace,False,0.1488043,0.4159537,0.2671494,0.152233,0.5571236,0.4048906,0,1,0,0,1,0
0,0.0,replace,False,0.3287121,0.457115,0.12840289,0.3418684,0.6095614,0.26769298,0,1,0,0,1,0
0,0.0,replace,False,0.65857035,0.4792742,-0.17929614,0.61627984,0.63141716,0.015137315,1,1,0,1,1,0
0,0.0,replace,False,0.36554834,0.49293312,0.12738478,0.33246568,0.65558475,0.32311907,1,1,0,0,1,0
1,0.0,replace,False,0.5322465,0.3965945,-0.13565198,0.5393091,0.5496852,0.010376096,1,1,0,1,1,0
0,0.0,replace,False,0.13450372,0.47306195,0.33855823,0.15828893,0.62861025,0.47032133,0,1,0,0,1,0
0,0.0,replace,False,0.14750442,0.48417836,0.33667395,0.14929031,0.6500741,0.5007838,0,1,0,0,1,0
0,0.0,replace,False,0.6567907,0.5949652,-0.061825454,0.61781067,0.68645513,0.068644464,1,1,0,1,1,0
1,0.0,replace,False,0.33028105,0.46240222,0.13212118,0.3591527,0.62461036,0.26545766,0,1,0,1,1,0
0,0.0,replace,False,0.35658893,0.48812366,0.13153473,0.33160448,0.6150546,0.28345013,1,1,0,0,1,0
1,0.0,replace,False,0.6686617,0.49504694,-0.17361477,0.6578147,0.5956204,-0.062194288,1,1,0,1,1,0
0,0.0,replace,False,0.3256027,0.48378336,0.15818065,0.34634802,0.5900244,0.2436764,0,1,0,0,1,0
0,0.0,replace,False,0.4819627,0.44853973,-0.033422977,0.48704454,0.61095005,0.12390551,1,1,0,1,1,0
1,0.0,replace,False,0.46898347,0.49453685,0.025553375,0.48221937,0.651453,0.16923365,1,1,0,1,1,0
0,0.0,replace,False,0.4634918,0.43710092,-0.02639088,0.49476674,0.54184943,0.047082692,1,1,0,1,1,0
0,0.0,replace,False,0.46781364,0.46002343,-0.007790208,0.4862724,0.6214236,0.1351512,1,1,0,1,1,0
0,0.0,replace,False,0.38537604,0.42428085,0.038904816,0.36086902,0.55738264,0.19651362,1,1,0,1,1,0
0,0.0,replace,False,0.41096038,0.4463591,0.03539872,0.3601181,0.5542954,0.19417733,1,1,0,1,1,0
0,0.0,replace,False,0.5345387,0.54287714,0.008338451,0.56684685,0.65623343,0.08938658,1,1,0,1,1,0
0,0.0,replace,False,0.47992554,0.5007962,0.020870656,0.48254803,0.6626969,0.18014887,1,1,0,1,1,0
0,0.0,replace,False,0.1578668,0.4597752,0.3019084,0.1609301,0.6216184,0.4606883,0,1,0,0,1,0
0,0.0,replace,False,0.14460519,0.50413394,0.35952875,0.15039124,0.6036486,0.45325738,0,1,0,0,1,0
0,0.0,replace,False,0.47788554,0.48634857,0.008463025,0.48640496,0.6108276,0.12442267,1,1,0,1,1,0
1,0.0,replace,False,0.14607733,0.45256788,0.30649054,0.14998263,0.60396874,0.4539861,0,1,0,0,1,0
1,0.0,replace,False,0.4780298,0.479876,0.0018462241,0.49798045,0.640732,0.14275154,1,1,0,1,1,0
1,0.0,replace,False,0.5000574,0.50317866,0.0031212568,0.517114,0.6246977,0.1075837,1,1,0,1,1,0
1,0.0,replace,False,0.53927726,0.44627443,-0.093002826,0.5311492,0.55714107,0.025991857,1,1,0,1,1,0
1,0.0,replace,False,0.5391737,0.4605545,-0.07861921,0.5206651,0.6262943,0.105629206,1,1,0,1,1,0
0,0.0,replace,False,0.32046086,0.50579447,0.18533361,0.33876863,0.62613255,0.28736392,0,1,0,0,1,0
0,0.0,replace,False,0.30611905,0.5031035,0.19698444,0.34909812,0.6240091,0.27491096,0,1,0,0,1,0
0,0.0,replace,False,0.32674122,0.4757273,0.14898607,0.31803805,0.5869709,0.26893288,0,1,0,0,1,0
0,0.0,replace,False,0.6427741,0.47486404,-0.16791007,0.6042544,0.6279408,0.02368635,1,1,0,1,1,0
1,0.0,replace,False,0.37691903,0.47916722,0.10224819,0.35743287,0.6499402,0.29250732,1,1,0,1,1,0
0,0.0,replace,False,0.36195874,0.48603463,0.12407589,0.36634615,0.59462637,0.22828022,1,1,0,1,1,0
0,0.0,replace,False,0.750508,0.5020508,-0.2484572,0.71244407,0.6646757,-0.047768354,1,1,0,1,1,0
0,0.0,replace,False,0.2710124,0.45505354,0.18404114,0.32127804,0.61810607,0.29682803,0,1,0,0,1,0
0,0.0,replace,False,0.13840173,0.4861136,0.34771186,0.1376995,0.61423105,0.47653157,0,1,0,0,1,0
0,0.0,replace,False,0.6563554,0.4116829,-0.24467248,0.6109039,0.53531265,-0.075591266,1,1,0,1,1,0
0,0.0,replace,False,0.43242654,0.5783814,0.14595488,0.47106516,0.67128867,0.2002235,1,1,0,1,1,0
1,0.0,replace,False,0.56597304,0.41851068,-0.14746237,0.5324901,0.5637806,0.03129053,1,1,0,1,1,0
0,0.0,replace,False,0.12181834,0.5612089,0.43939057,0.14016676,0.6650074,0.52484065,0,1,0,0,1,0
1,0.0,replace,False,0.5631545,0.45199186,-0.11116266,0.52966654,0.5540653,0.024398744,1,1,0,1,1,0
1,0.0,replace,False,0.5091745,0.41865188,-0.09052265,0.50241774,0.5602372,0.057819486,1,1,0,1,1,0
0,0.0,replace,False,0.7442017,0.46219993,-0.2820018,0.74455976,0.6128729,-0.13168687,1,1,0,1,1,0
1,0.0,replace,False,0.5804654,0.47156677,-0.10889861,0.55195785,0.62560606,0.073648214,1,1,0,1,1,0
0,0.0,replace,False,0.367962,0.44042325,0.07246125,0.3491989,0.5447152,0.19551632,1,1,0,0,1,0
0,0.0,replace,False,0.3265818,0.47242212,0.14584032,0.33740482,0.6176894,0.28028455,0,1,0,0,1,0
1,0.0,replace,False,0.7571534,0.4611137,-0.2960397,0.76373255,0.61534,-0.14839256,1,1,0,1,1,0
0,0.0,replace,False,0.120946035,0.557952,0.43700594,0.14106165,0.6650161,0.52395445,0,1,0,0,1,0
1,0.0,replace,False,0.66668755,0.45618027,-0.21050727,0.6093473,0.61944306,0.010095775,1,1,0,1,1,0
0,0.0,replace,False,0.3222342,0.42988992,0.107655704,0.3146655,0.6157374,0.30107188,0,1,0,0,1,0
0,0.0,replace,False,0.4982844,0.417582,-0.080702394,0.500305,0.5569024,0.05659741,1,1,0,1,1,0
1,0.0,replace,False,0.46455988,0.4696715,0.005111605,0.4930925,0.594245,0.10115251,1,1,0,1,1,0
1,0.0,replace,False,0.5632848,0.41769147,-0.14559335,0.5358894,0.56142765,0.025538266,1,1,0,1,1,0
0,0.0,replace,False,0.77336615,0.4842371,-0.28912905,0.7633614,0.63910294,-0.12425846,1,1,0,1,1,0
0,0.0,replace,False,0.14603832,0.43449757,0.28845924,0.15771027,0.54272205,0.3850118,0,1,0,0,1,0
0,0.0,replace,False,0.15318261,0.48560777,0.33242518,0.15630695,0.63865644,0.4823495,0,1,0,0,1,0
0,0.0,replace,False,0.51522005,0.45615777,-0.059062272,0.50314087,0.6113655,0.10822463,1,1,0,1,1,0
1,0.0,replace,False,0.13977917,0.50253844,0.3627593,0.15766086,0.6649345,0.5072737,0,1,0,0,1,0
0,0.0,replace,False,0.3664809,0.50586,0.13937908,0.35142702,0.60329604,0.25186902,1,1,0,1,1,0
0,0.0,replace,False,0.3723208,0.42727074,0.05494994,0.35880056,0.54131407,0.1825135,1,1,0,1,1,0
0,0.0,replace,False,0.4942644,0.46339673,-0.030867666,0.50992614,0.61240584,0.102479696,1,1,0,1,1,0
0,0.0,replace,False,0.3576656,0.44992438,0.09225878,0.3655038,0.5609924,0.19548863,1,1,0,1,1,0
0,0.0,replace,False,0.38535053,0.45509776,0.06974724,0.36381143,0.6187279,0.2549165,1,1,0,1,1,0
0,0.0,replace,False,0.47672406,0.44348118,-0.03324288,0.49546713,0.6140131,0.11854595,1,1,0,1,1,0
1,0.0,replace,False,0.71726364,0.46387902,-0.25338462,0.6950167,0.6141492,-0.08086747,1,1,0,1,1,0
0,0.0,replace,False,0.7863825,0.50650126,-0.27988124,0.7865696,0.6037614,-0.18280822,1,1,0,1,1,0
0,0.0,replace,False,0.11335526,0.40089306,0.2875378,0.13671422,0.52816695,0.39145273,0,1,0,0,1,0
0,0.0,replace,False,0.31721467,0.58393025,0.2667156,0.3401971,0.6768822,0.33668512,0,1,0,0,1,0
0,0.0,replace,False,0.54056376,0.46092063,-0.07964313,0.52097213,0.6223784,0.101406276,1,1,0,1,1,0
0,0.0,replace,False,0.516187,0.58201164,0.06582463,0.52034575,0.6746901,0.15434438,1,1,0,1,1,0
1,0.0,replace,False,0.35626644,0.50080156,0.14453512,0.34856018,0.66088814,0.31232795,1,1,0,0,1,0
0,0.0,replace,False,0.5041803,0.4896518,-0.014528513,0.51046515,0.6561042,0.14563906,1,1,0,1,1,0
0,0.0,replace,False,0.118207134,0.550907,0.4326999,0.14534244,0.6630732,0.5177307,0,1,0,0,1,0
0,0.0,replace,False,0.5133798,0.55495864,0.04157883,0.51491565,0.6654987,0.15058303,1,1,0,1,1,0
0,0.0,replace,False,0.34636375,0.38023335,0.033869594,0.34953022,0.5293776,0.17984736,0,1,0,0,1,0
0,0.0,replace,False,0.3192633,0.47004387,0.15078056,0.36676893,0.6276115,0.2608426,0,1,0,1,1,0
0,0.0,replace,False,0.12805842,0.39051574,0.2624573,0.14414701,0.54535216,0.40120515,0,1,0,0,1,0
1,0.0,replace,False,0.6910636,0.45070678,-0.2403568,0.6510587,0.56153923,-0.08951944,1,1,0,1,1,0
0,0.0,replace,False,0.49806902,0.49479604,-0.0032729805,0.509578,0.62960386,0.12002587,1,1,0,1,1,0
0,0.0,replace,False,0.12778813,0.4147528,0.28696468,0.1516312,0.53914475,0.38751355,0,1,0,0,1,0
0,0.0,replace,False,0.4831735,0.503154,0.01998049,0.50731486,0.62298214,0.11566728,1,1,0,1,1,0
1,0.0,replace,False,0.28890875,0.50725746,0.21834871,0.33309114,0.62808335,0.2949922,0,1,0,0,1,0
0,0.0,replace,False,0.13008757,0.4069209,0.27683336,0.13923906,0.55012494,0.41088587,0,1,0,0,1,0
0,0.0,replace,False,0.10629056,0.5323818,0.42609122,0.1410394,0.6538826,0.51284325,0,1,0,0,1,0
1,0.0,replace,False,0.68738043,0.46721375,-0.22016668,0.6564137,0.61617804,-0.04023564,1,1,0,1,1,0
0,0.0,replace,False,0.13759288,0.5910763,0.45348343,0.15335585,0.6812959,0.52794003,0,1,0,0,1,0
0,0.0,replace,False,0.5036805,0.52467895,0.020998418,0.5139538,0.6414569,0.1275031,1,1,0,1,1,0
0,0.0,replace,False,0.4793544,0.5022089,0.022854477,0.4951222,0.6578622,0.16273999,1,1,0,1,1,0
0,0.0,replace,False,0.2893228,0.5019715,0.21264869,0.32879922,0.6230676,0.2942684,0,1,0,0,1,0
0,0.0,replace,False,0.5228691,0.44224095,-0.08062816,0.52152354,0.60551095,0.083987415,1,1,0,1,1,0
0,0.0,replace,False,0.1160725,0.5544742,0.43840167,0.13425413,0.66367704,0.5294229,0,1,0,0,1,0
0,0.0,replace,False,0.61626816,0.41557783,-0.20069033,0.6077588,0.5574505,-0.050308347,1,1,0,1,1,0
0,0.0,replace,False,0.14668074,0.4637996,0.31711885,0.15009595,0.6231447,0.47304875,0,1,0,0,1,0
0,0.0,replace,False,0.5188368,0.45011052,-0.06872627,0.5397528,0.61352193,0.07376915,1,1,0,1,1,0
1,0.0,replace,False,0.70878804,0.4747459,-0.23404214,0.6760026,0.6209261,-0.05507654,1,1,0,1,1,0
0,0.0,replace,False,0.13044542,0.44169027,0.31124485,0.13628523,0.6131795,0.47689426,0,1,0,0,1,0
0,0.391304347826087,replace,False,0.7297725,0.49695575,-0.23281676,0.74671984,0.6564496,-0.09027022,1,1,0,1,1,0
0,0.1304347826086956,replace,False,0.7692319,0.49864155,-0.27059036,0.72542894,0.6472949,-0.07813406,1,1,0,1,1,0
0,0.0,replace,False,0.7488532,0.454579,-0.2942742,0.76689225,0.5639612,-0.20293105,1,1,0,1,1,0
0,0.0,replace,False,0.2717779,0.38156614,0.10978824,0.31141987,0.5964904,0.2850705,0,1,0,0,1,0
1,0.0,replace,False,0.3446365,0.4328506,0.0882141,0.3260999,0.54383385,0.21773395,0,1,0,0,1,0
0,0.0,replace,False,0.3351898,0.47109237,0.13590258,0.3561065,0.6230884,0.26698193,0,1,0,1,1,0
0,0.0,replace,False,0.56201357,0.4962782,-0.06573537,0.5921956,0.59968495,0.007489383,1,1,0,1,1,0
0,0.1304347826086956,replace,False,0.29425013,0.519565,0.22531486,0.34454307,0.6354402,0.2908971,0,1,0,0,1,0
0,0.0,replace,False,0.7772852,0.46439344,-0.31289178,0.7352015,0.62223667,-0.11296481,1,1,0,1,1,0
0,0.0,replace,False,0.5501482,0.6043551,0.054206908,0.53027576,0.69265825,0.16238248,1,1,0,1,1,0
